"contrast","sub","ses","task","run","muvi","start_TR","end_TR","dim4","ISC_flavour","JU","D_bins","n_bins","n_muvis","n_sub","tc_mean_unfolded"
"Motion","sub_02","ses_01",1,1,"M6cigaretteD.avi",121,138,220,"ANOVA_M_S",35,5,6,36,9,"c(1.60233825981631, -0.170537684294678, 0.633749723825398, -0.296081397043154, -0.691117024688103, -0.0733446673082002, -1.71065491168833, 0.461944857264397, -0.432063890183488, 0.122246569985161, -0.209175599208725, 1.90355165074092, 0.775151988608523, -1.4985362126577, -1.42636974539471, 0.632011141526433, 0.376886940699948)"
"Motion","sub_02","ses_01",1,1,"M6cigaretteD.avi",121,138,220,"ANOVA_M_S",65,1,6,36,9,"c(-0.817543878210391, -0.23454428888079, -1.06205244363441, -0.0388506179272649, -0.159038918572521, 1.07321918627237, -0.197945466945357, -0.439199119429622, -0.111259272288525, 1.57134798630292, 2.13511339250463, -1.0393516658587, -0.558426952352707, -0.655436416733377, 1.33346295493602, 0.54321199115758, -1.34270647033988)"
"Motion","sub_02","ses_01",1,1,"M6cigaretteD.avi",121,138,220,"ANOVA_M_S",65,2,6,36,9,"c(-0.956420082768907, 0.504247606876991, 1.69414156130615, -0.28468322834497, -0.442822391218971, 0.30977091325321, -1.17315384272224, -1.0247703887072, 1.27624288175119, 1.33310901797607, 0.263638466227619, -0.193480322844154, -0.36715562633125, -1.11142577167747, 0.482331413809473, 1.25903851664426, -1.56860872322977)"
"Motion","sub_02","ses_01",1,1,"M6cigaretteD.avi",121,138,220,"ANOVA_M_S",65,3,6,36,9,"c(1.75604874366463, 0.735607158602563, 0.792033596323935, -0.956192034437524, -0.507391588762006, 0.65192928516209, 0.195750812641614, -0.305080047072253, -0.724843105807232, -0.811590034006727, -1.60374322037069, -0.361784759498088, -1.29836677989285, 0.0271047020683684, 0.108178100392347, 2.09567250494985, 0.206666666041968)"
"Motion","sub_02","ses_01",1,1,"M6cigaretteD.avi",121,138,220,"ANOVA_M_S",65,4,6,36,9,"c(-0.889018638612355, 0.540214398285255, 0.113449648560323, 0.967742424368866, -1.9907893724754, -0.0242474045012189, 1.00489383561955, -1.08174340126378, -0.584876325983876, -0.580794355297128, 0.173399739383268, 0.677156076738756, 0.0667737209239738, 1.84128935093174, 1.1687970651573, -0.0256393408656635, -1.37660742096961)"
"Motion","sub_02","ses_01",1,1,"M6cigaretteD.avi",121,138,220,"ANOVA_M_S",65,5,6,36,9,"c(-0.632150715124962, -0.0441458271006504, 1.19271594911073, -0.143734828404071, -1.85132876185441, 1.91281477672553, 0.608228949984567, -1.72871550741832, 0.607010997976182, -0.088987135348642, -0.6566792348569, 0.54133937581391, 0.884705306352425, -0.431654139833887, 0.935173286113497, -0.831786971132905, -0.272805521002081)"
"Motion","sub_02","ses_01",1,1,"M7flowersD.avi",171,190,220,"ANOVA_M_S",35,1,6,36,9,"c(-0.433895154475928, 0.791740210510061, 0.499376639799774, 0.0803434616375512, 0.968679889727073, 1.57648397953093, -0.728672181455029, -0.103844646592889, -0.974567795190114, -2.32057227653124, -0.713259626339533, -0.830581696582383, -0.031012903963747, 1.67505023593859, 1.28677912567402, 0.330139351969271, -0.883335175698512, -0.26843234643988, 0.0795809084820141)"
"Motion","sub_02","ses_01",1,1,"M7flowersD.avi",171,190,220,"ANOVA_M_S",35,2,6,36,9,"c(-0.813147191028116, 1.30039256298109, 0.569083976021542, 0.587534809836594, 0.499535312995279, 0.377812165610258, 1.08591613486302, -0.651894909643013, 0.197965428484091, -0.996603829613961, 0.44415989315768, -1.72901148081589, -0.856395725474027, 1.00276566056651, -1.42613983161354, 1.82776667305195, -1.16580217231027, -0.486270308276065, 0.232332831206834)"
"Motion","sub_02","ses_01",1,1,"M7flowersD.avi",171,190,220,"ANOVA_M_S",35,3,6,36,9,"c(-1.88881556341112, 1.40549683990431, -0.0116149007276095, 0.856430727905472, 0.85368748149045, 0.366259392753108, 0.50612583517605, -0.26363091463642, 1.60095502797187, -1.29767530453132, 0.51188921080388, -1.85519085625607, -0.143773768746963, -0.726273478578467, 1.12550212023878, 0.252982727704513, -0.137066884889722, -0.674956863523574, -0.480330828647181)"
"Motion","sub_02","ses_01",1,1,"M7flowersD.avi",171,190,220,"ANOVA_M_S",35,5,6,36,9,"c(0.684459320299632, -1.2014696146473, 0.926322223825782, -0.616863922214282, 0.703519858531843, 0.724598719806511, 1.42355975755841, 0.938949357360158, -2.23974386894877, 0.61557931603113, 0.771002804819394, -0.870552937317332, -0.626473032074233, -0.661665963312214, -1.6133636199815, 0.24029579850926, 0.796646545162746, 0.157435753541983, -0.15223649695124)"
"Motion","sub_02","ses_01",1,1,"M7flowersD.avi",171,190,220,"ANOVA_M_S",65,1,6,36,9,"c(-0.709333275481174, -0.596536533880665, 1.49820018046504, -0.316144251640339, 0.18949990018302, 1.88428686876532, 0.637472086212672, 0.447387131045792, 0.0193690714015028, -1.35551859650647, 0.504762749255748, -0.40963868102459, 0.119396526751621, 0.60858257288555, -0.555645807480152, 1.17473199861849, 0.220939641672986, -1.14705067001449, -2.2147609112299)"
"Motion","sub_02","ses_01",1,1,"M7flowersD.avi",171,190,220,"ANOVA_M_S",65,2,6,36,9,"c(-0.621032644758056, 0.797533137862444, 1.2636247295662, 0.990536227951974, -0.516579898460062, 0.37154761769536, 0.740918006547574, 1.93486441599641, -1.12228642101342, 0.102921720755402, 1.03708569726311, 0.567488682916705, -1.41908103029455, -0.474582393568495, -1.33264836367923, 0.213610175625545, -0.657575397989497, -0.312976913374413, -1.56336734904309)"
"Motion","sub_02","ses_01",1,1,"M7flowersD.avi",171,190,220,"ANOVA_M_S",65,3,6,36,9,"c(-1.49517214410111, 0.519682695059135, -1.43716345473893, -0.205020296329534, -0.524570263372573, 0.285432214809906, 0.973925244270714, 2.70472252767027, 0.387462270955963, -0.246268966988015, 0.507282299730265, -0.1513368965095, -0.633085689479201, -0.170122936973716, -1.01624192067641, -1.17259599670856, 0.43539975021848, 1.10987950829442, 0.127792054868424)"
"Motion","sub_02","ses_01",1,1,"M7flowersD.avi",171,190,220,"ANOVA_M_S",65,4,6,36,9,"c(-0.315019583286325, 0.401284993706844, 0.713868790818468, -0.581349788948501, -0.790105995449081, -1.86430273307959, -0.758253989135514, 0.456918316549507, 0.587423958534617, -0.209490943432649, 1.46326749808391, 0.041489354712111, -0.0372018262119517, 0.815978549051131, -0.993969262459594, -0.0161575791008046, -0.840933152555963, -0.658188872408311, 2.5847422646117)"
"Motion","sub_02","ses_01",1,1,"M7flowersD.avi",171,190,220,"ANOVA_M_S",65,5,6,36,9,"c(-0.177305814628255, -0.0650267756073205, 0.340484214687246, 0.682522444461925, -0.0505929659309404, 0.138208942725516, 0.0219416824505583, -0.617594419235674, 0.119072254339401, -1.48408863815795, 1.92850916931622, -0.758402787489256, -0.746028083995374, 2.33809334493432, -0.29503792202344, -1.29667189833533, 0.137503780102456, -1.25544141955829, 1.03985489194418)"
"Motion","sub_02","ses_01",1,1,"M8frameD.avi",193,220,220,"ANOVA_M_S",35,1,6,36,9,"c(0.674026577475982, -1.93837087063419, -1.55128109607204, -0.456208965654705, -0.0233119406353358, -1.53910588657106, -0.62826532406429, -0.997630831207571, -1.81235214878016, 1.67539712539796, -0.719090018139549, 2.1441515046135, 0.724983807649859, 1.13915137060245, 0.496631137203235, 0.181841158950309, 0.640763463520194, 0.0319015567394428, 0.132788402315626, 0.520831264065858, -0.167700938712866, 0.0213622431583211, 0.0346779411569045, -0.148619403393768, -0.0313460759845804, 0.596885580670509, 
0.997890366330057)"
"Motion","sub_02","ses_01",1,1,"M8frameD.avi",193,220,220,"ANOVA_M_S",35,2,6,36,9,"c(2.10259699916528, -0.534368944120735, -1.14391021879745, 0.147168284967676, -0.790013470997327, -1.6289706503046, -0.310861197695007, 0.966386815595621, 0.536099960899568, 0.915151704808394, 0.360767169324719, -0.536586914284681, 1.92979140779753, 1.12080446996937, 0.513600742978489, -0.942272301078168, -0.871844998028802, -0.631518608861314, -0.939432656378411, 0.779762948661514, -1.2490580768162, 0.944897577711511, 0.628125150226578, -0.207957668326206, 0.0656537026581818, -1.53029926516458, 
0.306288036089007)"
"Motion","sub_02","ses_01",1,1,"M8frameD.avi",193,220,220,"ANOVA_M_S",35,3,6,36,9,"c(-1.82190699754545, 0.876145565432615, -1.60616069116154, 0.18395914130084, 0.674390608396948, 0.85264774149268, 1.50080982777957, -2.00277476142336, 1.04228988695511, 1.35050318987561, 0.764556127796617, 0.168387673321274, -0.12880773718628, 0.250785707383832, -0.31141449031877, 0.112091653279888, 0.939917092368369, -0.700353391956999, -1.55749046103652, -0.468842396565233, -0.13314876962178, 0.725257117543487, 0.929852423694964, 0.644127901566676, -0.151451094801126, -1.08360300776235, -1.0497678588091
)"
"Motion","sub_02","ses_01",1,1,"M8frameD.avi",193,220,220,"ANOVA_M_S",35,5,6,36,9,"c(1.87860340180041, -1.45213930746933, -0.42471571842952, 0.818187065832799, -0.578860603813451, 0.15025476809836, 0.699193472723039, -1.46435639915581, 1.60658131746038, -1.21293536161189, 0.974604610743824, -1.14005764621403, 1.09124855162624, -1.46354522606386, -0.872769238069879, -0.0214829492932481, 0.548582002332836, -0.76496570902002, -0.976686010626639, 1.12353599042495, 1.46722453000351, -0.422529675690211, -0.381379827144588, 0.279335779810834, -0.103104835648343, 0.67509063293509, -0.0329136155414375
)"
"Motion","sub_02","ses_01",1,1,"M8frameD.avi",193,220,220,"ANOVA_M_S",65,1,6,36,9,"c(0.710553462519243, -0.261133467328322, 1.80907717969992, 0.51289200250204, -0.543143447229156, 1.57969966961083, -1.29277863513114, 0.907530135527431, -0.971560111224934, 1.07067771291127, 0.391607227594612, -0.805753745689687, -1.20883332390484, -0.810206488577937, 0.138307838078301, -0.574495478767011, -0.16317446591435, -0.109726418767683, 1.27479255819019, -2.26912425733343, 0.658975837824333, 0.603779703148483, 0.107020027341821, 1.10188764669896, 0.236126452954675, -0.76116679345211, -1.33183082128154
)"
"Motion","sub_02","ses_01",1,1,"M8frameD.avi",193,220,220,"ANOVA_M_S",65,2,6,36,9,"c(-0.198501559099897, 0.0133232661274429, 0.78864754470035, -0.685424508378173, -0.523707992184118, 1.88096163694283, -1.44084878311997, 2.33589664455585, -0.766753052591071, 0.744785031289187, 0.526656938525627, -0.377322269791555, -0.749818380954184, -0.0962918099094792, 0.152904738180022, -1.85199292435568, -0.293390903589806, 0.882003147661661, 1.07109133795095, -0.15669241303574, -0.291720103760465, -0.156333631433296, 1.30969126080503, -0.99173271038006, 0.805077504930543, -0.426251343862562, 
-1.5042566652234)"
"Motion","sub_02","ses_01",1,1,"M8frameD.avi",193,220,220,"ANOVA_M_S",65,3,6,36,9,"c(0.569508368698926, -1.6642734951812, -0.18098907122306, 1.01602754417107, -0.520063762142265, -0.849824884570491, -1.79561296217994, 0.29128541989787, 0.92890815622468, -0.158736701888178, -0.421196606521227, 0.207808022990701, 0.207313308475805, -0.743166534756264, 0.813869463457311, 0.193392458137266, 0.245548156027305, 0.85250606718569, 0.920383793311233, -1.18418426676943, -0.186568095020982, -0.307239420338437, 0.903124560292775, 2.63074408400159, -0.692410282391276, 0.721829877567781, -1.79798319745726
)"
"Motion","sub_02","ses_01",1,1,"M8frameD.avi",193,220,220,"ANOVA_M_S",65,4,6,36,9,"c(0.613895355645748, 0.0764230431566358, -0.509511424365266, -1.2168225294516, 0.433709811065854, -0.290457427262302, 1.55056400748469, 0.344399147125057, -1.21241294148376, 0.925953967798247, -0.298187639732981, -0.84685302329648, 0.22743507509832, -0.614740893584884, 0.948233000142441, 0.951950523679217, -0.543614248761843, 1.05732749288713, 2.35277461999355, -2.35881243322159, -0.509851694431724, -0.581080045321458, -1.3943779424645, 0.460280238396611, -0.35673093648915, 0.336760384647116, 0.453746512746869
)"
"Motion","sub_02","ses_01",1,1,"M8frameD.avi",193,220,220,"ANOVA_M_S",65,5,6,36,9,"c(-0.48383940368493, 1.56963854892512, -1.31007696593105, -0.141270064252883, 0.165595601747247, -1.72693452385422, 0.990517946276353, -1.42802155589771, 0.703727971964258, 0.192361677256206, 0.637250651727873, 1.38897219461553, -0.662293681287972, -0.26692843113396, -1.19569974281089, -0.327543136154589, -0.936233502110202, 0.435327620760019, -0.372153020734847, 0.0175666238107016, 0.123221745206787, 0.0584983995283652, -0.0425550390669608, -0.754506182698098, -0.0908076319128692, 0.535206917623189, 
2.92097698208951)"
"Scrambled","sub_02","ses_01",1,1,"S1ballonD.avi",5,17,220,"ANOVA_M_S",35,1,6,36,9,"c(1.38863447855533, 0.594019188171903, 0.955384489440427, 0.0864451335256711, 1.59113551688182, -0.516244607037226, -1.11955451219008, -1.22468565341047, 0.565562247552685, -1.03593036397555, -0.762385284147585, -0.522380633366894)"
"Scrambled","sub_02","ses_01",1,1,"S1ballonD.avi",5,17,220,"ANOVA_M_S",35,2,6,36,9,"c(0.19808942474327, 0.277539511827369, 1.65907998743793, -0.424733347812868, 0.564207543710741, -1.64670842881819, -0.674852674807788, -1.37928340994056, 1.08720313983841, 0.620747012064086, 0.550753015705735, -0.832041773948118)"
"Scrambled","sub_02","ses_01",1,1,"S1ballonD.avi",5,17,220,"ANOVA_M_S",35,3,6,36,9,"c(-0.659444182222299, 1.26744813275335, 0.577354783276903, -0.376874002310479, 0.135294909692619, 0.574417881973399, -0.481187610763599, -0.621889504823978, 0.18349618121967, -1.2221916082145, 2.01398333791299, -1.39040831849408)"
"Scrambled","sub_02","ses_01",1,1,"S1ballonD.avi",5,17,220,"ANOVA_M_S",35,5,6,36,9,"c(-0.528531138442175, -0.379404572351782, 0.301352849556035, 0.21482236535463, 0.833703725227705, 2.06946982550073, -0.992405033865226, -0.501423642498058, 0.55354238026394, 0.460911605150179, -1.92217742041601, -0.109860943479979)"
"Scrambled","sub_02","ses_01",1,1,"S1ballonD.avi",5,17,220,"ANOVA_M_S",65,1,6,36,9,"c(0.6350875831783, 1.12956252522913, 0.394432886586778, -0.654600866184003, -0.50952716969157, -0.89091716972715, -0.396482713086147, 0.924911484047843, -1.53249816280547, -0.13483682044817, -0.855237202013936, 1.89010562491441)"
"Scrambled","sub_02","ses_01",1,1,"S1ballonD.avi",5,17,220,"ANOVA_M_S",65,2,6,36,9,"c(0.177859508141821, 1.58242449549894, 0.294875580024288, -1.8816705780518, -0.0217643003995013, -0.111814984185291, 1.49899327467018, 0.216801176543815, 0.263067878425355, -1.52979933001092, -0.262723914388428, -0.226248806268456)"
"Scrambled","sub_02","ses_01",1,1,"S1ballonD.avi",5,17,220,"ANOVA_M_S",65,3,6,36,9,"c(-0.729839695251771, 0.791498410628508, 1.10125918882778, 0.421543142613519, -0.289762224928402, 0.673695593191056, -0.0455262404380536, 1.68042137913679, -2.05377080386852, -0.385180754994564, -0.436400170556528, -0.727937824359771)"
"Scrambled","sub_02","ses_01",1,1,"S1ballonD.avi",5,17,220,"ANOVA_M_S",65,4,6,36,9,"c(0.849987227966741, -0.755260052484918, 0.256293297347415, 0.746902269234124, 1.33030751116409, 0.862197290802905, 0.804583815986745, -1.31716931209085, -1.29044479064955, -0.162699643707733, 0.237382136247274, -1.56207974981623)"
"Scrambled","sub_02","ses_01",1,1,"S1ballonD.avi",5,17,220,"ANOVA_M_S",65,5,6,36,9,"c(-0.0497290019765146, -0.511772169547605, -0.353556722166021, 0.979554983658914, 0.387423457089957, 1.44298642621057, -0.576154005709797, 0.000640049081051975, 0.832235378750696, -1.81828702007598, -1.39802841238262, 1.06468703706735)"
"Scrambled","sub_02","ses_01",1,1,"S3breakfastD.avi",20,39,220,"ANOVA_M_S",35,1,6,36,9,"c(-1.55402657383142, -0.807295821138824, 0.509606399512797, -0.0874073525597767, 0.273139305236596, 1.33073985060282, 0.436089112614164, -0.00218472885817153, -1.01300397771266, -0.38771664868579, 0.0207905146445819, 2.61643564666373, -0.995264427812094, 1.12275379313593, 0.82241179124787, -0.549750694726051, -0.176489533350339, -0.522721045399417, -1.036105609584)"
"Scrambled","sub_02","ses_01",1,1,"S3breakfastD.avi",20,39,220,"ANOVA_M_S",35,2,6,36,9,"c(-1.85033589237124, 0.99889264890713, -0.0574855435710515, 0.725694661036163, 0.125032790776368, -0.174125152868871, -1.01265669878447, 1.59070928255481, -0.485591987926849, -0.916121218265844, 0.267297215424268, 0.918067412856349, 0.797046809263483, -0.199568970906533, 1.06187380570593, -0.125783832099766, 0.983074987636656, -2.08842523538841, -0.557595081978084)"
"Scrambled","sub_02","ses_01",1,1,"S3breakfastD.avi",20,39,220,"ANOVA_M_S",35,3,6,36,9,"c(-0.303561090451865, 0.407199044016538, 0.700312993408661, 2.10565659050475, 0.477161242101232, -0.0605581019578284, -0.0184305575283023, 1.3261503697793, 0.32398599607647, -0.594381119102425, -0.171539036629193, -1.84739836392011, -0.811919679738709, 0.105972913374104, 0.779598715505324, -1.17510313120032, -0.752091746884415, -1.58373339702104, 1.09267835966783)"
"Scrambled","sub_02","ses_01",1,1,"S3breakfastD.avi",20,39,220,"ANOVA_M_S",35,5,6,36,9,"c(-1.51970950596061, 1.05130826493153, 0.324024809570683, 0.642619750915491, 0.3279519974228, 0.836340140094959, 0.920410354470939, 2.25504666881347, -1.18213211275431, 0.103665935646308, -0.371277431798275, 0.872572153909765, -1.37805723897357, -0.118711859412036, -0.561696978875565, -0.163453824149346, 0.202004306205899, -0.793747640132134, -1.447157789926)"
"Scrambled","sub_02","ses_01",1,1,"S3breakfastD.avi",20,39,220,"ANOVA_M_S",65,1,6,36,9,"c(0.142943585105829, -0.367483124203403, -0.795098456065661, 0.0677366002473386, -0.948546259884555, -0.0810324515835319, 0.210059339090337, -0.696467513200926, -0.0431771300124776, -0.408580419235409, 0.722594360481117, -1.08129673130055, -0.971422723704734, 0.319632729808468, 1.50738244993566, 3.17488608665276, -0.716193442005564, -0.0352652691571107, -0.000671630967593003)"
"Scrambled","sub_02","ses_01",1,1,"S3breakfastD.avi",20,39,220,"ANOVA_M_S",65,2,6,36,9,"c(-0.998662632964196, 0.904302049681401, -0.749262612088601, 0.646105884640662, 0.471080944491417, 0.306123438746749, -1.39460442386784, 0.143552749603755, -2.04282396025407, -0.627421398428802, 1.23116638135566, 0.170906414553213, 0.241616833158227, -0.689105065924545, 1.15520101569383, 1.99873421476773, -0.0233560156133741, 0.208518181395683, -0.952071998946823)"
"Scrambled","sub_02","ses_01",1,1,"S3breakfastD.avi",20,39,220,"ANOVA_M_S",65,3,6,36,9,"c(-1.17301921347246, -0.917188795952643, 1.43751903710618, 0.111306876131322, 1.01510972747233, -1.3028548045243, 1.16662231741106, 1.19156363405929, -0.87736275035473, -0.463312176547577, 0.578646485027137, -0.642283390846246, -0.953050379633327, -1.24384084545499, 1.28347385390778, 0.192189426411789, 1.40961904025556, -0.351171946867722, -0.461966094128474)"
